"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32852","Sign up test with different passwords","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","94790","Check whether user is able to remove item/items from the list","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","56458","Edit personal info (street Address line 2)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","1","Order prescription from a list and verify if it appeared in Order tab","","2026-03-17","skipped","2026-03-17","","","",""
"","57133","Edit medical info (add allergies, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","65402","Edit medical info (add allergies, from search+custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","56108","User can choose ""No"" during rescheduling the appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","19223","login test with empty password","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","108763","Order prescription with changing Method of delivery (Curbside)","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","41090","Edit medical info (Select a bottle cap preference, easy-open caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","48700","Change workflow status to ""In Process"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","49069","Change workflow status to ""Ready for pickup"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","99927","Edit personal info (empty and invalid DOB field)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","22531","Verify that the “Find Your Store” menu opens when expected","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","43584","Check the Appointment card details on the Appointments page","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","110130","Sign up test with resent sms verification code","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","67157","Edit medical info (Select No Known allergies radio button, remove all Allergies)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","25691","Login and logout","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","62866","Edit medical info (add medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","103609","Send the first message to the pharmacy (Select ""General inquiry"" subject)","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","48815","Change workflow status to ""Special Order"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","65599","Reset password test using Email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","62537","Add Pet under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","6441","I'm a new patient screen","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","19250","Login test with valid credentials","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","39782","Upcoming appointments must be sorted by time, earlier time towards the top","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","11014","Login test with invalid email","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","11009","Sign up test with invalid email structure","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","69757","Try adding Yourself to under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","130396","Change viewing medications for person and order prescriptions","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","70258","Check the Appointments page when there are no past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","61564","Edit personal info (empty first and last names fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","35992","Verify that the patient can change the pharmacy location using the header [Geolocation] button","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","48800","Sign up test with empty first name","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","40571","Edit personal info (gender)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","47148","Edit personal info (dob)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","50899","Edit medical info (remove some medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","37356","Verify that the patient can change the pharmacy location via the [View] button when there are unread messages on other pharmacy locations","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","31768","Check the Appointments page when there are zero appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","45698","Edit personal info (street Address)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","52487","Send message that contains URL","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","32261","Sign up test with incorrect password","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","48314","Edit personal info (city)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","39207","Copy text from Pharmacy message and send it","Send Messages tests","2026-03-16","broken","2026-03-16","","","",""
"","46468","Click on ""Order"" button without selecting any prescriptions to order","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Negative cases","",""
"","6641","Sign up test with empty email","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","49102","Change workflow status to ""Awaiting insurance"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","41427","Edit medical info (Select Known allergies without selecting allergies)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit medical info -> Negative cases","",""
"","141629","Remove Person under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
