"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","67113","Send a message to the pharmacy (Select ""Meds & Rx order info"" subject)","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","59063","Check sent message to the pharmacy inside chat","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","20202","Verify the presence of the [Geolocation] button in the header","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","103382","Book The Appointment With My Pharmacy - for Person Under Care","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","18155","Login test with invalid password","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","100539","Add not registered patient under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","22531","Verify that the “Find Your Store” menu opens when expected","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","67901","Edit personal info (last name)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","49066","Change workflow status to ""Out Of Stock"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","74379","User can cancel their upcoming appointment ","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","59062","Reset password test with empty email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","67324","Book The Appointment for Tomorrow","Appointments tests","2026-03-16","passed","2026-03-16","","Book The Appointment With My Pharmacy","",""
"","86016","Check if radio button “No known allergies“ is selected there is a possibility to click on Allergies input field","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","101204","Caregiver can reschedule the appointment for PUC created by Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","85084","Postconditions => change to default","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","40409","Edit medical info (Select Allergies chips when No Known allergies radio button selected)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit medical info -> Negative cases","",""
"","39782","Upcoming appointments must be sorted by time, earlier time towards the top","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","55938","Postconditions: Change pharmacy location back to QE Appium Automation","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","48815","Change workflow status to ""Special Order"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","62537","Add Pet under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","11014","Login test with invalid email","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","40880","Edit medical info (Select a bottle cap preference, child-resistant caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","32852","Sign up test with different passwords","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","46468","Click on ""Order"" button without selecting any prescriptions to order","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Negative cases","",""
"","41427","Edit medical info (Select Known allergies without selecting allergies)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit medical info -> Negative cases","",""
"","57392","Edit medical info (add allergies, chips+custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","61303","Check Messages tab by newly created user","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","49069","Change workflow status to ""Ready for pickup"" and verify if it changed.","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
"","56108","User can choose ""No"" during rescheduling the appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","76825","Check if radio button “Known allergies“ is selected there is a possibility to click on Allergies input field","Order Prescriptions tests","2026-03-17","passed","2026-03-17","","Order prescriptions -> Positive cases","",""
