"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106331","Send a message to the pharmacy (Select ""Billing/Insurance"" subject)","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","132633","User can cancel their upcoming appointment ","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","165860","Edit personal info (empty and invalid DOB field)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","101425","The Caregiver can cancel the upcoming appointment scheduled by the PUC","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","67581","Check the Appointment card details on the Appointments page","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
"","60298","Reset password using Text message","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests -> Positive cases","",""
"","154244","Person Under Care can reschedule the appointment created by Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","97661","Copy text from Pharmacy message and send it","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","23326","Sign up test with incorrect password","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","37646","Login and logout","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","155088","Caregiver can reschedule the appointment for PUC created by PUC","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","95029","Open URL from the Pharmacy message","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","82220","Edit medical info (Remove custom Medical Condition)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","90370","Send message that contains URL","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","16995","Sign up test with empty password","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","98365","Cancel sending message to Pharmacy","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","85424","Edit medical info (add allergies, custom)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","78424","Sign up test with add prescription -> Do this later","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","55105","Reset password test with empty email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","111459","Edit medical info (Select No Known allergies radio button, remove all Allergies)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","40040","Sign up test with empty last name","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","74369","Edit medical info (Select a bottle cap preference, easy-open caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","96882","Check sent message to the pharmacy inside chat","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","53170","Edit personal info (Country)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","142165","User can reschedule their own appointment","Appointments tests","2026-03-16","passed","2026-03-16","","Reschedule An Appointment","",""
"","148090","Change the clinical service type per appointment flow","Appointments tests","2026-03-16","passed","2026-03-16","","See Available Appointment Slots For Selected Service+Location","",""
"","124623","Send the first message to the pharmacy (Select ""General inquiry"" subject)","Send Messages tests","2026-03-16","passed","2026-03-16","","","",""
"","65993","Check the Appointments page when there are no past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","72793","Edit medical info (Select a bottle cap preference, child-resistant caps)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","40332","Verify that the “Find Your Store” menu opens when expected","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","4675","Sign up test with empty email","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","203118","Remove Person under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","37930","Sign up test with empty date of birth","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","93052","Try adding Yourself to under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","102270","Postconditions => change to default","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Positive cases","",""
"","50168","Verify that the patient can change the pharmacy location using the header [Geolocation] button","Change Pharmacy Location Tests","2026-03-16","passed","2026-03-16","","","",""
"","216924","Revoke Caregiver's request","People Under Your Care tests","2026-03-15","passed","2026-03-15","","","",""
"","70468","Check the complete appointment details for the Past appointments","Appointments tests","2026-03-16","passed","2026-03-16","","See Past Appointments","",""
"","60428","Reset password test with not registered email","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","9318","Login test with invalid email","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","121910","Add not registered patient under your care","People Under Your Care tests","2026-03-16","passed","2026-03-16","","","",""
"","44755","Reset password using the last actual one","Reset password tests","2026-03-16","passed","2026-03-16","","Reset password tests  -> Negative cases","",""
"","87204","The Patient Under Care can cancel the upcoming appointment scheduled by the Caregiver","Appointments tests","2026-03-16","passed","2026-03-16","","Cancel An Appointment","",""
"","197643","Edit personal info (empty address fields)","Edit Personal Info tests","2026-03-16","passed","2026-03-16","","Edit personal info -> Negative cases","",""
"","23276","Sign up test with different passwords","Sign up tests","2026-03-16","passed","2026-03-16","","","",""
"","15697","Login test with invalid password","Log in tests","2026-03-16","passed","2026-03-16","","","",""
"","88801","Edit medical info (add medical conditions, chips)","Edit Medical Info tests","2026-03-16","passed","2026-03-16","","Edit Medical Info tests -> Positive cases","",""
"","73383","Upcoming appointments must be sorted by time, earlier time towards the top","Appointments tests","2026-03-16","passed","2026-03-16","","See Upcoming Appointments","",""
